source_dataset,source_id,lookup_key,food_name_en,food_name_zh,food_name_fr,carbon_factor_kgco2e_per_kg,carbon_unit,source_year,source_name_raw
foodcarbon,19050,milk_skimmed_uht,"Milk, skimmed, UHT",,"Lait écrémé, UHT",1.150000,kgCO2e/kg_product,,"Lait écrémé, UHT"
foodcarbon,19024,milk_whole_pasteurised,"Milk, whole, pasteurised",,"Lait entier, pasteurisé",1.460000,kgCO2e/kg_product,,"Lait entier, pasteurisé"
foodcarbon,19023,milk_whole_uht,"Milk, whole, UHT",,"Lait entier, UHT",1.460000,kgCO2e/kg_product,,"Lait entier, UHT"
foodcarbon,39001,milkshake_from_fast_foods_restaurant,"Milkshake, from fast foods restaurant",,"Milk-shake, provenant de fast food",1.510000,kgCO2e/kg_product,,"Milk-shake, provenant de fast food"
foodcarbon,31100,milky_cereal_breakfast_bar_with_chocolate_or_not_fortified_with_vitamins_and_minerals,"Milky cereal breakfast bar, with chocolate or not, fortified with vitamins and minerals",,"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux",6.890000,kgCO2e/kg_product,,"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux"
foodcarbon,24666,mille_feuille_pastry,Mille-feuille pastry,,Mille-feuille,2.610000,kgCO2e/kg_product,,Mille-feuille
foodcarbon,9331,millet_cooked_unsalted,"Millet, cooked, unsalted",,"Mil, cuit, non salé",0.310000,kgCO2e/kg_product,,"Mil, cuit, non salé"
foodcarbon,9555,millet_flour,Millet flour,,Farine de millet,0.883000,kgCO2e/kg_product,,Farine de millet
foodcarbon,9330,millet_whole,"Millet, whole",,"Mil entier, cru",0.674000,kgCO2e/kg_product,,"Mil entier, cru"
foodcarbon,12742,mimolette_cheese_extra_old_from_cow_s_milk,"Mimolette cheese, extra old, from cow's milk",,Mimolette extra-vieille,6.660000,kgCO2e/kg_product,,Mimolette extra-vieille
foodcarbon,12740,mimolette_cheese_from_cow_s_milk,"Mimolette cheese, from cow's milk",,"Mimolette, sans précision",6.180000,kgCO2e/kg_product,,"Mimolette, sans précision"
foodcarbon,12737,mimolette_cheese_half_old_from_cow_s_milk,"Mimolette cheese, half-old, from cow's milk",,Mimolette demi-vieille,6.560000,kgCO2e/kg_product,,Mimolette demi-vieille
foodcarbon,12738,mimolette_cheese_old_from_cow_s_milk,"Mimolette cheese, old, from cow's milk",,Mimolette vieille,6.740000,kgCO2e/kg_product,,Mimolette vieille
foodcarbon,12735,mimolette_cheese_young_from_cow_s_milk,"Mimolette cheese, young, from cow's milk",,Mimolette jeune,6.460000,kgCO2e/kg_product,,Mimolette jeune
foodcarbon,11027,mint_fresh,"Mint, fresh",,"Menthe, fraîche",0.735000,kgCO2e/kg_product,,"Menthe, fraîche"
foodcarbon,20916,miso,Miso,,Miso,1.210000,kgCO2e/kg_product,,Miso
foodcarbon,11056,mix_of_4_spices,Mix of 4 spices,,Quatre épices,6.400000,kgCO2e/kg_product,,Quatre épices
foodcarbon,9612,mix_of_cereals_and_legumes_raw,"Mix of cereals and legumes, raw",,"Mélange de céréales et légumineuses, cru",0.626000,kgCO2e/kg_product,,"Mélange de céréales et légumineuses, cru"
foodcarbon,18153,mix_of_chicory_and_coffee_instant_without_sugar_ready_to_drink_reconstituted_with_standard_semi_skimmed_milk,"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)",2.240000,kgCO2e/kg_product,,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)"
foodcarbon,18162,mix_of_chicory_and_coffee_instant_without_sugar_ready_to_drink_reconstituted_with_water,"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water)",,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)",4.480000,kgCO2e/kg_product,,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)"
foodcarbon,15018,mix_of_salted_grains_nuts_and_raisins,Mix of salted grains/nuts and raisins,,Mélange apéritif de graines salées et raisins secs,2.620000,kgCO2e/kg_product,,Mélange apéritif de graines salées et raisins secs
foodcarbon,15048,mix_of_unsalted_grains_nuts_and_dried_fruit,Mix of unsalted grains/nuts and dried fruit,,Mélange apéritif de graines (non salées) et fruits séchés,2.620000,kgCO2e/kg_product,,Mélange apéritif de graines (non salées) et fruits séchés
foodcarbon,15049,mix_of_unsalted_grains_nuts_and_raisins,Mix of unsalted grains/nuts and raisins,,Mélange apéritif de graines (non salées) et raisins secs,2.620000,kgCO2e/kg_product,,Mélange apéritif de graines (non salées) et raisins secs
foodcarbon,20271,mixed_diced_vegetables_frozen,"Mixed diced vegetables, frozen",,"Macédoine de légumes, surgelée",0.747000,kgCO2e/kg_product,,"Macédoine de légumes, surgelée"
foodcarbon,2011,mixed_fruits_juice_orange_based_multivitamin,"Mixed fruits juice, orange based, multivitamin",,"Jus multifruit - base orange, multivitaminé",0.797000,kgCO2e/kg_product,,"Jus multifruit - base orange, multivitaminé"
foodcarbon,2035,mixed_fruits_juice_pure_juice,"Mixed fruits juice, pure juice",,"Jus multifruit, pur jus, standard",0.882000,kgCO2e/kg_product,,"Jus multifruit, pur jus, standard"
foodcarbon,2002,mixed_fruits_juice_pure_juice_multivitamin,"Mixed fruits juice, pure juice, multivitamin",,"Jus multifruit, pur jus, multivitaminé",0.882000,kgCO2e/kg_product,,"Jus multifruit, pur jus, multivitaminé"
foodcarbon,2069,mixed_fruits_juice_reconstituted_from_a_concentrate_multivitamin,"Mixed fruits juice, reconstituted from a concentrate, multivitamin",,"Jus multifruit, à base de concentré, standard",0.882000,kgCO2e/kg_product,,"Jus multifruit, à base de concentré, standard"
foodcarbon,2061,mixed_fruits_nectar,Mixed fruits nectar,,"Nectar multifruit, standard",0.888000,kgCO2e/kg_product,,"Nectar multifruit, standard"
foodcarbon,2060,mixed_fruits_nectar_multivitamin,"Mixed fruits nectar, multivitamin",,"Nectar multifruit, multivitaminé",0.888000,kgCO2e/kg_product,,"Nectar multifruit, multivitaminé"
foodcarbon,25506,mixed_meat_on_skewer,Mixed meat on skewer,,Brochette mixte de viande,4.740000,kgCO2e/kg_product,,Brochette mixte de viande
foodcarbon,2,mixed_red_fruits_juice_pure_juice,"Mixed red fruits juice, pure juice",,Jus de fruits rouges,0.715000,kgCO2e/kg_product,,Jus de fruits rouges
foodcarbon,20497,mixed_vegetables_for_couscous_cooked,"Mixed vegetables for couscous, cooked",,"Légumes pour couscous, cuits",1.050000,kgCO2e/kg_product,,"Légumes pour couscous, cuits"
foodcarbon,20496,mixed_vegetables_for_couscous_frozen_raw,"Mixed vegetables for couscous, frozen, raw",,"Légumes pour couscous, surgelés, crus",0.699000,kgCO2e/kg_product,,"Légumes pour couscous, surgelés, crus"
foodcarbon,20266,mixed_vegetables_for_ratatouille_frozen,"Mixed vegetables for ratatouille, frozen",,"Légumes pour ratatouille, surgelés",0.710000,kgCO2e/kg_product,,"Légumes pour ratatouille, surgelés"
foodcarbon,20263,mixed_vegetables_for_soups_frozen_raw,"Mixed vegetables for soups, frozen, raw",,"Légumes pour potages, surgelés, crus",1.490000,kgCO2e/kg_product,,"Légumes pour potages, surgelés, crus"
foodcarbon,20101,mixed_vegetables_frozen_raw,"Mixed vegetables, frozen, raw",,"Légumes, mélange surgelé, crus",1.490000,kgCO2e/kg_product,,"Légumes, mélange surgelé, crus"
foodcarbon,51500,molokhia_powder_dried_jute_leaves,Molokhia powder (dried jute leaves),,"Meloukhia, feuilles de corète séchées, en poudre",2.180000,kgCO2e/kg_product,,"Meloukhia, feuilles de corète séchées, en poudre"
foodcarbon,30105,montbeliard_sausage,Montbeliard sausage,,Saucisse de Montbéliard,5.370000,kgCO2e/kg_product,,Saucisse de Montbéliard
foodcarbon,12743,morbier_cheese_from_cow_s_milk,"Morbier cheese, from cow's milk",,Morbier,6.350000,kgCO2e/kg_product,,Morbier
foodcarbon,20105,morel_raw,"Morel, raw",,"Champignon, morille, crue",6.170000,kgCO2e/kg_product,,"Champignon, morille, crue"
foodcarbon,13110,morello_cherry_raw,"Morello cherry, raw",,"Griotte, crue",1.040000,kgCO2e/kg_product,,"Griotte, crue"
foodcarbon,30789,mortadella,Mortadella,,Mortadelle,6.910000,kgCO2e/kg_product,,Mortadelle
foodcarbon,30790,mortadella_pure_pork,"Mortadella, pure pork",,"Mortadelle, pur porc",6.910000,kgCO2e/kg_product,,"Mortadelle, pur porc"
foodcarbon,30797,mortadella_with_pistachios_pure_pork,"Mortadella with pistachios, pure pork",,Mortadelle pistachée pur porc,6.910000,kgCO2e/kg_product,,Mortadelle pistachée pur porc
foodcarbon,30104,morteaux_sausage,Morteaux sausage,,Saucisse de Morteau,5.370000,kgCO2e/kg_product,,Saucisse de Morteau
foodcarbon,30108,morteaux_sausage_boiled_cooked_in_water,"Morteaux sausage, boiled/cooked in water",,"Saucisse de Morteau, bouillie/cuite à l'eau",5.370000,kgCO2e/kg_product,,"Saucisse de Morteau, bouillie/cuite à l'eau"
foodcarbon,25123,moussaka,Moussaka,,Moussaka,23.600000,kgCO2e/kg_product,,Moussaka
foodcarbon,39235,mousse_chocolate_coffee_caramel_or_vanilla_topped_with_whipped_cream_refrigerated,"Mousse (chocolate, coffee, caramel or vanilla) topped with whipped cream, refrigerated",,"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais",5.080000,kgCO2e/kg_product,,"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais"
foodcarbon,39210,mousse_chocolate_refrigerated,"Mousse, chocolate, refrigerated",,"Mousse au chocolat traditionnelle, rayon frais",9.760000,kgCO2e/kg_product,,"Mousse au chocolat traditionnelle, rayon frais"
foodcarbon,19590,mozzarella_cheese_from_cow_s_milk,"Mozzarella cheese, from cow's milk",,Mozzarella au lait de vache,4.770000,kgCO2e/kg_product,,Mozzarella au lait de vache
foodcarbon,32109,muesli_crunchy_with_chocolate_not_fortified_with_vitamins_and_chemical_elements,"Muesli, crunchy, with chocolate (not fortified with vitamins and chemical elements)",,Muesli croustillant au chocolat (non enrichi en vitamines et minéraux),2.550000,kgCO2e/kg_product,,Muesli croustillant au chocolat (non enrichi en vitamines et minéraux)
foodcarbon,32112,muesli_crunchy_with_chocolate_with_or_without_fruits_fortified_with_vitamins_and_chemical_elements,"Muesli, crunchy, with chocolate, with or without fruits, fortified with vitamins and chemical elements",,"Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux",2.550000,kgCO2e/kg_product,,"Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux"
foodcarbon,32108,muesli_crunchy_with_fruits_and_or_dried_fruits_grains_not_fortified_with_vitamins_and_chemical_elements,"Muesli, crunchy, with fruits and/or dried fruits, grains (not fortified with vitamins and chemical elements)",,"Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)",2.550000,kgCO2e/kg_product,,"Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)"
foodcarbon,32111,muesli_crunchy_with_fruits_or_dried_fruits_fortified_with_vitamins_and_chemical_elements,"Muesli, crunchy, with fruits or dried fruits, fortified with vitamins and chemical elements",,"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux",2.550000,kgCO2e/kg_product,,"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux"
foodcarbon,32128,muesli_flakes_bircher_style,"Muesli, flakes (Bircher-style)",,Muesli floconneux ou de type traditionnel,2.550000,kgCO2e/kg_product,,Muesli floconneux ou de type traditionnel
foodcarbon,32110,muesli_flakes_bircher_style_with_fruits_or_dried_fruits_fortified_with_vitamins_and_chemical_elements,"Muesli, flakes (Bircher-style), with fruits or dried fruits, fortified with vitamins and chemical elements",,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux",2.550000,kgCO2e/kg_product,,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux"
foodcarbon,32138,muesli_flakes_bircher_style_with_fruits_or_dried_fruits_not_fortified_with_vitamins_and_chemical_elements,"Muesli, flakes (Bircher-style), with fruits or dried fruits (not fortified with vitamins and chemical elements)",,Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux),2.550000,kgCO2e/kg_product,,Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux)
foodcarbon,32113,muesli_flakes_bircher_style_with_fruits_or_dried_fruits_without_sugar,"Muesli, flakes (Bircher-style), with fruits or dried fruits, without sugar",,"Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés",2.550000,kgCO2e/kg_product,,"Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés"
foodcarbon,23950,muffin_with_blueberry_or_chocolate,"Muffin, with blueberry or chocolate",,"Muffin, aux myrtilles ou au chocolat",4.630000,kgCO2e/kg_product,,"Muffin, aux myrtilles ou au chocolat"
foodcarbon,26091,mullet_raw,"Mullet, raw",,"Mulet, cru",12.000000,kgCO2e/kg_product,,"Mulet, cru"
foodcarbon,26026,mullet_roasted_baked,"Mullet, roasted/baked",,"Mulet, rôti/cuit au four",14.800000,kgCO2e/kg_product,,"Mulet, rôti/cuit au four"
foodcarbon,20531,mung_bean_cooked,"Mung bean, cooked",,"Haricot mungo, cuit",0.585000,kgCO2e/kg_product,,"Haricot mungo, cuit"
foodcarbon,20029,mung_bean_sprouted_or_soy_spouts_canned_drained,"Mung bean, sprouted or soy spouts, canned, drained",,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté",1.950000,kgCO2e/kg_product,,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté"
foodcarbon,20183,mung_bean_sprouted_or_soy_spouts_raw,"Mung bean, sprouted or soy spouts, raw",,"Haricot mungo germé ou pousse de ""soja"", cru",0.817000,kgCO2e/kg_product,,"Haricot mungo germé ou pousse de ""soja"", cru"
foodcarbon,12039,munster_cheese_from_cow_s_milk,"Munster cheese, from cow's milk",,Munster,5.180000,kgCO2e/kg_product,,Munster
foodcarbon,11160,mushroom_sauce_prepacked,"Mushroom sauce, prepacked",,"Sauce aux champignons, préemballée",4.130000,kgCO2e/kg_product,,"Sauce aux champignons, préemballée"
foodcarbon,10013,mussel_boiled_cooked_in_water,"Mussel, boiled/cooked in water",,"Moule, bouillie/cuite à l'eau",5.920000,kgCO2e/kg_product,,"Moule, bouillie/cuite à l'eau"
foodcarbon,10028,mussel_canned_drained,"Mussel, canned, drained",,"Moule, appertisée, égouttée",7.030000,kgCO2e/kg_product,,"Moule, appertisée, égouttée"
foodcarbon,10014,mussel_common_raw,"Mussel, common, raw",,"Moule commune, crue",5.330000,kgCO2e/kg_product,,"Moule commune, crue"
foodcarbon,10083,mussels_filled_fat_parsley_and_garlic,"Mussels, filled (fat, parsley and garlic…)",,"Moules farcies (matière grasse, persillade…), crues",3.480000,kgCO2e/kg_product,,"Moules farcies (matière grasse, persillade…), crues"
foodcarbon,10082,mussels_in_a_shallot_and_white_wine_broth,"Mussels, in a shallot and white wine broth",,Moules marinières (oignons et vin blanc),3.480000,kgCO2e/kg_product,,Moules marinières (oignons et vin blanc)
foodcarbon,10081,mussels_in_catalan_style_sauce_or_marinade_tomatoes_canned_drained,"Mussels, in Catalan-style sauce or marinade (tomatoes), canned, drained",,"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée",4.950000,kgCO2e/kg_product,,"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée"
foodcarbon,11013,mustard,Mustard,,Moutarde,1.590000,kgCO2e/kg_product,,Moutarde
foodcarbon,11157,mustard_sauce_prepacked,Mustard sauce prepacked,,"Sauce moutarde, préemballée",2.310000,kgCO2e/kg_product,,"Sauce moutarde, préemballée"
foodcarbon,11021,mustard_with_grains,"Mustard, with grains",,Moutarde à l'ancienne,1.590000,kgCO2e/kg_product,,Moutarde à l'ancienne
foodcarbon,21006,mutton_leg_raw,"Mutton, leg, raw",,"Mouton, gigot, cru",41.300000,kgCO2e/kg_product,,"Mouton, gigot, cru"
foodcarbon,21001,mutton_meat_raw,"Mutton, meat, raw",,"Mouton, viande, crue",33.000000,kgCO2e/kg_product,,"Mouton, viande, crue"
foodcarbon,21003,mutton_shoulder_raw,"Mutton, shoulder, raw",,"Mouton, épaule, crue",33.000000,kgCO2e/kg_product,,"Mouton, épaule, crue"
foodcarbon,25159,mutton_tagine,Mutton tagine,,Tajine de mouton,27.800000,kgCO2e/kg_product,,Tajine de mouton
foodcarbon,13030,nectarine_pulp_and_peel_raw,"Nectarine, pulp and peel, raw",,"Nectarine ou brugnon, pulpe et peau, crue",0.614000,kgCO2e/kg_product,,"Nectarine ou brugnon, pulpe et peau, crue"
foodcarbon,12031,neufchatel_cheese_from_cow_s_milk,"Neufchâtel cheese, from cow's milk",,Neufchâtel,4.780000,kgCO2e/kg_product,,Neufchâtel
foodcarbon,4023,new_potato_raw,"New potato, raw",,"Pomme de terre nouvelle, crue",0.707000,kgCO2e/kg_product,,"Pomme de terre nouvelle, crue"
foodcarbon,20158,new_zealand_spinach_cooked,"New Zealand spinach, cooked",,"Tétragone cornue, cuite",1.140000,kgCO2e/kg_product,,"Tétragone cornue, cuite"
foodcarbon,27025,nile_perch_raw,"Nile perch, raw",,"Perche du Nil, crue",6.170000,kgCO2e/kg_product,,"Perche du Nil, crue"
foodcarbon,25183,noodles_with_shrimps_sauteed_pan_fried,Noodles with shrimps sautéed/pan-fried,,Nouilles sautées/poêlées aux crevettes,4.890000,kgCO2e/kg_product,,Nouilles sautées/poêlées aux crevettes
foodcarbon,20998,north_atlantic_rockweed_ascophyllum_nodosum_dried_or_dehydrated,"North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated",,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté",11.600000,kgCO2e/kg_product,,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté"
foodcarbon,10024,norway_lobster_raw,"Norway lobster, raw",,"Langoustine, crue",39.200000,kgCO2e/kg_product,,"Langoustine, crue"
foodcarbon,18004,not_instant_coffee_without_sugar_ready_to_drink,"Not instant coffee, without sugar, ready-to-drink",,"Café, non instantané, non sucré, prêt à boire",0.635000,kgCO2e/kg_product,,"Café, non instantané, non sucré, prêt à boire"
foodcarbon,31033,nougat,Nougat,,Nougat ou touron,2.050000,kgCO2e/kg_product,,Nougat ou touron
foodcarbon,11194,nuoc_mam_sauce_or_fish_sauce_prepacked,"Nuoc mam sauce or fish sauce, prepacked",,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée",1.060000,kgCO2e/kg_product,,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée"
foodcarbon,26033,nursehound_or_lesser_spotted_dogfish_cooked,"Nursehound or lesser spotted dogfish, cooked",,"Roussette ou petite roussette ou saumonette, cuite",14.800000,kgCO2e/kg_product,,"Roussette ou petite roussette ou saumonette, cuite"
foodcarbon,26074,nursehound_or_lesser_spotted_dogfish_raw,"Nursehound or lesser spotted dogfish, raw",,"Roussette ou petite roussette ou saumonette, crue",12.000000,kgCO2e/kg_product,,"Roussette ou petite roussette ou saumonette, crue"
foodcarbon,11048,nutmeg,Nutmeg,,Noix de muscade,2.230000,kgCO2e/kg_product,,Noix de muscade
food-product,nuts_2010,nuts,Nuts,,,0.430000,kgCO2e/kg_product,2010,Nuts
foodcarbon,18905,oat_based_drink_plain_prepacked,"Oat-based drink, plain, prepacked",,"Boisson à base d'avoine, nature",0.566000,kgCO2e/kg_product,,"Boisson à base d'avoine, nature"
foodcarbon,9640,oat_bran,Oat bran,,Son d'avoine,0.589000,kgCO2e/kg_product,,Son d'avoine
foodcarbon,9313,oat_flakes_boiled_cooked_in_water,"Oat flakes, boiled/cooked in water",,"Flocons d'avoine, bouillis/cuits à l'eau",1.010000,kgCO2e/kg_product,,"Flocons d'avoine, bouillis/cuits à l'eau"
foodcarbon,32140,oat_flakes_pre_cooked_raw,"Oat flakes, pre-cooked, raw",,Flocon d'avoine précuit,1.560000,kgCO2e/kg_product,,Flocon d'avoine précuit
foodcarbon,9310,oat_raw,"Oat, raw",,"Avoine, crue",0.953000,kgCO2e/kg_product,,"Avoine, crue"
food-product,oatmeal_2010,oatmeal,Oatmeal,,,2.480000,kgCO2e/kg_product,2010,Oatmeal
foodcarbon,9311,oatmeal_flakes,Oatmeal flakes,,Flocon d'avoine,1.220000,kgCO2e/kg_product,,Flocon d'avoine
foodcarbon,58103,okra_cooked_without_salt,"Okra, cooked, without salt",,"Gombo, fruit, cuit",2.030000,kgCO2e/kg_product,,"Gombo, fruit, cuit"
foodcarbon,13147,olive_green_stuffed_anchovy_sweet_peppers_etc,"Olive, green, stuffed (anchovy, sweet peppers, etc…)",,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",1.170000,kgCO2e/kg_product,,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)"
foodcarbon,17270,olive_oil_extra_virgin,"Olive oil, extra virgin",,Huile d'olive vierge extra,1.630000,kgCO2e/kg_product,,Huile d'olive vierge extra
foodcarbon,22506,omelette_with_cheese,"Omelette, with cheese",,Omelette au fromage,2.900000,kgCO2e/kg_product,,Omelette au fromage
foodcarbon,22509,omelette_with_herbs,"Omelette, with herbs",,Omelette aux fines herbes,2.000000,kgCO2e/kg_product,,Omelette aux fines herbes
foodcarbon,22507,omelette_with_lardoons,"Omelette, with lardoons",,Omelette aux lardons,3.710000,kgCO2e/kg_product,,Omelette aux lardons
foodcarbon,22508,omelette_with_mushrooms,"Omelette, with mushrooms",,Omelette aux champignons,3.690000,kgCO2e/kg_product,,Omelette aux champignons
foodcarbon,20035,onion_cooked,"Onion, cooked",,"Oignon, cuit",1.180000,kgCO2e/kg_product,,"Oignon, cuit"
foodcarbon,20180,onion_dried,"Onion, dried",,"Oignon, séché",3.560000,kgCO2e/kg_product,,"Oignon, séché"
foodcarbon,20235,onion_frozen_raw,"Onion, frozen, raw",,"Oignon, surgelé, cru",0.818000,kgCO2e/kg_product,,"Oignon, surgelé, cru"
foodcarbon,20034,onion_raw,"Onion, raw",,"Oignon, cru",0.421000,kgCO2e/kg_product,,"Oignon, cru"
foodcarbon,25529,onion_tart,Onion tart,,Tarte à l'oignon,2.800000,kgCO2e/kg_product,,Tarte à l'oignon
food-product,onions_leeks_2010,onions_leeks,Onions & Leeks,,,0.500000,kgCO2e/kg_product,2010,Onions & Leeks
foodcarbon,18156,oolong_tea_brewed_without_sugar,"Oolong tea, brewed, without sugar",,"Thé oolong, infusé, non sucré",0.043600,kgCO2e/kg_product,,"Thé oolong, infusé, non sucré"
foodcarbon,2013,orange_juice_home_made,"Orange juice, home-made",,"Jus d'orange, maison",1.600000,kgCO2e/kg_product,,"Jus d'orange, maison"
foodcarbon,2012,orange_juice_reconstituted_from_a_concentrate,"Orange juice, reconstituted from a concentrate",,"Jus d'orange, à base de concentré",0.906000,kgCO2e/kg_product,,"Jus d'orange, à base de concentré"
foodcarbon,2375,orange_nectar,Orange nectar,,Nectar d'orange,0.693000,kgCO2e/kg_product,,Nectar d'orange
foodcarbon,13034,orange_pulp_raw,"Orange, pulp, raw",,"Orange, pulpe, crue",0.678000,kgCO2e/kg_product,,"Orange, pulpe, crue"
foodcarbon,11035,oregano_dried,"Oregano, dried",,"Origan, séché",2.580000,kgCO2e/kg_product,,"Origan, séché"
foodcarbon,12119,ossau_iraty_cheese_from_ewe_s_milk,"Ossau-Iraty cheese, from ewe's milk",,Ossau-Iraty,5.780000,kgCO2e/kg_product,,Ossau-Iraty
foodcarbon,25164,osso_buco,Osso buco,,Osso buco,18.200000,kgCO2e/kg_product,,Osso buco
food-product,other_fruit_2010,other_fruit,Other Fruit,,,1.050000,kgCO2e/kg_product,2010,Other Fruit
food-product,other_pulses_2010,other_pulses,Other Pulses,,,1.790000,kgCO2e/kg_product,2010,Other Pulses
food-product,other_vegetables_2010,other_vegetables,Other Vegetables,,,0.530000,kgCO2e/kg_product,2010,Other Vegetables
foodcarbon,25610,ox_muzzle_in_salad_dressing_sauce,Ox muzzle in salad dressing sauce,,Museau de boeuf en vinaigrette,23.200000,kgCO2e/kg_product,,Museau de boeuf en vinaigrette
foodcarbon,10011,oyster_raw,"Oyster, raw",,"Huître, sans précision, crue",5.330000,kgCO2e/kg_product,,"Huître, sans précision, crue"
foodcarbon,10035,pacific_oyster_raw,"Pacific oyster, raw",,"Huître creuse, crue",5.330000,kgCO2e/kg_product,,"Huître creuse, crue"
foodcarbon,25031,paella,Paëlla,,Paëlla,3.280000,kgCO2e/kg_product,,Paëlla
foodcarbon,20018,palm_heart_canned_drained,"Palm heart, canned, drained",,"Coeur de palmier, appertisé, égoutté",1.940000,kgCO2e/kg_product,,"Coeur de palmier, appertisé, égoutté"
foodcarbon,16129,palm_oil,Palm oil,,"Huile de palme, sans précision",6.120000,kgCO2e/kg_product,,"Huile de palme, sans précision"
foodcarbon,16150,palm_oil_refined,"Palm oil, refined",,Huile de palme raffinée,6.650000,kgCO2e/kg_product,,Huile de palme raffinée
foodcarbon,28858,pancetta_dried,"Pancetta, dried",,Pancetta ou Poitrine roulée sèche,13.600000,kgCO2e/kg_product,,Pancetta ou Poitrine roulée sèche
foodcarbon,27018,pangasius_filets_cooked,"Pangasius, filets, cooked",,"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit",18.100000,kgCO2e/kg_product,,"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit"
foodcarbon,7170,panini_bread,Panini bread,,Pain panini,1.230000,kgCO2e/kg_product,,Pain panini
foodcarbon,19685,panna_cotta_refrigerated,"Panna cotta, refrigerated",,"Panna cotta, rayon frais",2.380000,kgCO2e/kg_product,,"Panna cotta, rayon frais"
foodcarbon,13035,papaya_pulp_raw,"Papaya, pulp, raw",,"Papaye, pulpe, crue",0.926000,kgCO2e/kg_product,,"Papaye, pulpe, crue"
foodcarbon,11049,paprika,Paprika,,Paprika,9.400000,kgCO2e/kg_product,,Paprika
foodcarbon,28844,parma_dry_cured_ham,Parma dry-cured ham,,Jambon sec de Parme,13.600000,kgCO2e/kg_product,,Jambon sec de Parme
foodcarbon,12120,parmesan_cheese_from_cow_s_milk,"Parmesan cheese, from cow's milk",,Parmesan,6.270000,kgCO2e/kg_product,,Parmesan
foodcarbon,11024,parsley_dried,"Parsley, dried",,"Persil, séché",4.340000,kgCO2e/kg_product,,"Persil, séché"
foodcarbon,11014,parsley_fresh,"Parsley, fresh",,"Persil, frais",1.120000,kgCO2e/kg_product,,"Persil, frais"
foodcarbon,20133,parsnip_cooked,"Parsnip, cooked",,"Panais, cuit",1.340000,kgCO2e/kg_product,,"Panais, cuit"
foodcarbon,20181,parsnip_raw,"Parsnip, raw",,"Panais, cru",0.494000,kgCO2e/kg_product,,"Panais, cru"
foodcarbon,13016,passion_fruit_pulp_and_pips_raw,"Passion fruit, pulp and pips, raw",,"Fruit de la passion ou maracudja, pulpe et pépins, cru",0.938000,kgCO2e/kg_product,,"Fruit de la passion ou maracudja, pulpe et pépins, cru"
foodcarbon,25122,pasta_au_gratin_oven_grilled,Pasta au gratin (oven grilled),,Gratin de pâtes,3.610000,kgCO2e/kg_product,,Gratin de pâtes
foodcarbon,25198,pasta_with_cheese_sauce_spaghetti_tagliatelle,"Pasta with cheese sauce (spaghetti, tagliatelle…)",,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…)",3.620000,kgCO2e/kg_product,,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…)"
foodcarbon,25568,pastilla_filled_with_chicken_pie,"Pastilla, filled with chicken (pie)",,Pastilla au poulet,3.570000,kgCO2e/kg_product,,Pastilla au poulet
